trip_verification,reviews,num_words,review_sentence,Scores,Compound,sentiment
True,"['I', 'choose', 'big', 'deal', 'poor', 'service,', 'delays,', 'dirty', 'aircraft,', 'pack', 'lounges,', 'cabin', 'crew', 'etc', 'experience', 'year', 'lose', 'patience', 'airline.', 'Having', 'pay', '£1K', 'extra', 'change', 'return', 'flight', 'family,', 'flight', 'specific', 'time,', 'BA', 'cancel', 'place', 'flight', '10', 'hour', 'later.', 'There', 'option', 'available', 'flights.', 'The', 'business', 'class', 'lounge', 'LHR', 'pack', 'hardly', 'space', 'move.', 'The', 'aircraft', 'filthy', 'food', 'wrap', 'paper', 'seat', 'floor.', 'The', 'seat', 'uncomfortable.', 'Food', 'business', 'class', 'passenger', 'include', 'bread', 'roll', 'pas', 'basket.', 'The', 'poor', 'level', 'hygiene,', 'overcrowding,', 'delays,', 'cancellation', 'make', 'worst', 'airline', 'I', 'endure.']",82,"I choose big deal poor service, delays, dirty aircraft, pack lounges, cabin crew etc experience year lose patience airline. Having pay £1K extra change return flight family, flight specific time, BA cancel place flight 10 hour later. There option available flights. The business class lounge LHR pack hardly space move. The aircraft filthy food wrap paper seat floor. The seat uncomfortable. Food business class passenger include bread roll pas basket. The poor level hygiene, overcrowding, delays, cancellation make worst airline I endure.","{'neg': 0.233, 'neu': 0.767, 'pos': 0.0, 'compound': -0.9633}",-0.9633,Negative
True,"['Business', 'lounge', 'close', 'Pisa', 'airport', 'probably', 'control', 'British', 'Airways', 'close', 'January', 'British', 'Airways', 'issue', 'customer', 'pay', 'service', 'voucher', 'airport,', 'I', 'complain', 'BA', 'compensation', 'say', 'credit', 'account', '10000', 'Avios', 'point', 'I', 'felt', 'adequate', 'compensation', 'point', 'felt', 'BA', 'handle', 'situation', 'prompt', 'professional', 'manner.', 'However', 'seven', 'week', 'ago', 'Avios', 'point', 'add', 'account,', 'I', 'call', 'centre', 'multiple', 'time', 'point', 'hold', 'hour', 'right', 'department,', 'phone', 'answer', 'I', 'tell', 'wrong', 'department', 'phone', 'number', 'read', 'number', 'I', 'calling!', 'This', 'scenario', 'replay', 'probably', 'time', 'now,', 'clear', 'BA', 'intention', 'resolve', 'make', 'customer', 'round', 'circle', 'up,', 'This', 'airline', 'absolutely', 'appal', 'way', 'treat', 'customers.']",93,"Business lounge close Pisa airport probably control British Airways close January British Airways issue customer pay service voucher airport, I complain BA compensation say credit account 10000 Avios point I felt adequate compensation point felt BA handle situation prompt professional manner. However seven week ago Avios point add account, I call centre multiple time point hold hour right department, phone answer I tell wrong department phone number read number I calling! This scenario replay probably time now, clear BA intention resolve make customer round circle up, This airline absolutely appal way treat customers.","{'neg': 0.07, 'neu': 0.776, 'pos': 0.155, 'compound': 0.7619}",0.7619,Positive
False,"['Our', 'Good', 'Friday', 'flight', 'delay', '5hours,', 'STD', '12.50', 'ATD', '18.00', 'TO', 'Durban,', 'South', 'Africa', 'Johannesburg.', 'There', 'announcement', 'made,', 'approach', 'time', 'frame', 'given,', 'simply', ""didn't"", 'know.', 'An', 'aircraft', 'tow', 'hanger', 'Johannesburg.', 'Crew', 'arrive', 'late.', 'The', 'aircraft', 'filthy.', 'We', 'shall', 'fly', 'Comair', 'include', 'Kulula', 'BA', 'absolutely', 'shock', 'service.']",46,"Our Good Friday flight delay 5hours, STD 12.50 ATD 18.00 TO Durban, South Africa Johannesburg. There announcement made, approach time frame given, simply didn't know. An aircraft tow hanger Johannesburg. Crew arrive late. The aircraft filthy. We shall fly Comair include Kulula BA absolutely shock service.","{'neg': 0.102, 'neu': 0.842, 'pos': 0.057, 'compound': -0.3167}",-0.3167,Negative
False,"['We', 'trip', '4', 'flight', 'included.', 'All', '4', 'flight', 'delayed.', 'The', 'worst', '2h15min.', 'Also', 'flight', 'cancel', 'rebooked', '4h', 'earlier', 'flight', 'loose', '4h', 'short', 'vacation.', 'No', 'explanation', 'compensation', 'give', 'cancel', 'flight', 'delays.', 'I', 'expect', 'lot', 'well', 'I', 'earlier', 'BA', 'good', 'results.', 'This', 'bad', 'experience', 'I', 'avoid', 'BA', 'travels.']",46,We trip 4 flight included. All 4 flight delayed. The worst 2h15min. Also flight cancel rebooked 4h earlier flight loose 4h short vacation. No explanation compensation give cancel flight delays. I expect lot well I earlier BA good results. This bad experience I avoid BA travels.,"{'neg': 0.359, 'neu': 0.552, 'pos': 0.089, 'compound': -0.9217}",-0.9217,Negative
False,"['My', 'time', 'new', 'Club', 'World', 'suite.', 'Excellent,', 'lot', 'space', 'privacy,', 'good', 'seat.', 'I', 'doubt', 'bettered.', 'Good', 'staff', 'ever.', 'My', 'quibble', 'food', 'serve', 'once.', 'BA', 'need', 'roll', 'quickly!']",27,"My time new Club World suite. Excellent, lot space privacy, good seat. I doubt bettered. Good staff ever. My quibble food serve once. BA need roll quickly!","{'neg': 0.073, 'neu': 0.642, 'pos': 0.286, 'compound': 0.807}",0.807,Positive
True,"['I', 'Incredible', 'rude', 'check', 'staff', 'British', 'Airways', 'counter', 'Nice', '16th', 'April', '2022.', 'Zero', 'empathy', 'struggle', 'customer.', 'Second', 'situation', 'happen', 'arrive', 'Nice', 'Terminal', '1', 'BA0262', '13', 'April', 'luggage', 'flight', 'detail', 'delivery.', 'When', 'luggage', 'arrive', 'Nice', 'airport', 'day', 'receive', 'email', 'AVIA', 'Partner', 'lose', 'find', '(British', 'Airways', 'Partner)', '13:14PM', 'inform', 'luggage', 'arrive', 'Nice.', 'After', 'multiple', 'email', 'forth', 'emphasis', 'strongly', 'express', 'I', 'clothe', 'shoe', 'wear', '3', 'short', 'day', 'Monaco,', 'vital', 'receive', 'luggage', 'ASAP,', 'lady', 'reply', '“If', 'important', 'don’t', 'come', 'pick', 'airport', 'send', 'driver', 'pick', 'up”', 'despite', 'fact', 'proper', 'delivery', 'address', 'supply', 'beginning.', 'This', 'appal', 'experience.']",91,"I Incredible rude check staff British Airways counter Nice 16th April 2022. Zero empathy struggle customer. Second situation happen arrive Nice Terminal 1 BA0262 13 April luggage flight detail delivery. When luggage arrive Nice airport day receive email AVIA Partner lose find (British Airways Partner) 13:14PM inform luggage arrive Nice. After multiple email forth emphasis strongly express I clothe shoe wear 3 short day Monaco, vital receive luggage ASAP, lady reply “If important don’t come pick airport send driver pick up” despite fact proper delivery address supply beginning. This appal experience.","{'neg': 0.078, 'neu': 0.753, 'pos': 0.169, 'compound': 0.8074}",0.8074,Positive
True,"['We', 'book', 'business', 'class', 'flight', 'Qantas', 'Melbourne', 'Glasgow', 'London.', 'As', 'Qantas', 'fly', 'Heathrow,', 'British', 'Airways', 'partner', 'airline', 'automatically', 'book', 'BA', 'Heathrow', 'Glasgow.', 'We', 'book', 'flight', 'October', '2', 'day', 'leave,', 'receive', 'email', 'British', 'Airways,', 'advise', 'flight', 'Heathrow', 'Glasgow', 'cancelled.', 'To', 'help', 'email', 'said,', 'book', 'flight', 'leave', 'London', 'City', 'Airport,', '26', 'mile', 'Heathrow', 'Airport', 'flight', 'go', 'Edinburgh,', 'Glasgow.', 'Not', 'sure', 'suppose', 'Glasgow,', 'additionally', 'economy,', 'business', 'class', 'book', 'business', 'class', 'originally.', 'We', 'book', 'connect', 'flight', 'British', 'Airways', 'know', 'travel', '22', 'hour', 'Australia.', 'There', 'mention', 'email', 'compensation', 'change', 'class', 'additional', 'travel', 'cost', 'get', 'airport,', 'possibly', 'accept', 'flight', 'give', 'obviously', 'go', 'work', 'contact', 'detail', 'British', 'Airways.', 'They', 'send', 'email', 'Good', 'Friday', 'I', 'eventually', 'find', 'contact', 'number,', 'office', 'closed.', 'I', 'experience', 'terrible', 'customer', 'service', 'airline', 'I', 'flow', 'I', 'guarantee', 'I', 'fly', 'British', 'Airways', 'again.']",128,"We book business class flight Qantas Melbourne Glasgow London. As Qantas fly Heathrow, British Airways partner airline automatically book BA Heathrow Glasgow. We book flight October 2 day leave, receive email British Airways, advise flight Heathrow Glasgow cancelled. To help email said, book flight leave London City Airport, 26 mile Heathrow Airport flight go Edinburgh, Glasgow. Not sure suppose Glasgow, additionally economy, business class book business class originally. We book connect flight British Airways know travel 22 hour Australia. There mention email compensation change class additional travel cost get airport, possibly accept flight give obviously go work contact detail British Airways. They send email Good Friday I eventually find contact number, office closed. I experience terrible customer service airline I flow I guarantee I fly British Airways again.","{'neg': 0.071, 'neu': 0.842, 'pos': 0.086, 'compound': 0.4657}",0.4657,Neutral
False,"['The', 'service', 'good,', 'cabin', 'crew', 'kind', 'board', 'quick', 'aircraft', 'size.', 'The', 'seat', 'comfortable', 'economy', 'A380', 'wall', 'expand', 'outwards', 'floor,', 'lot', 'space.', 'The', 'food', 'good', 'airplane', 'food.', 'The', 'bad', 'thing', 'ife', 'screen', 'outdated', ""wasn't"", 'good', 'quality,', 'large', 'selection', 'movie', 'TV', 'show']",40,"The service good, cabin crew kind board quick aircraft size. The seat comfortable economy A380 wall expand outwards floor, lot space. The food good airplane food. The bad thing ife screen outdated wasn't good quality, large selection movie TV show","{'neg': 0.065, 'neu': 0.609, 'pos': 0.327, 'compound': 0.9217}",0.9217,Positive
True,"['Total', 'chaos', 'departure', 'immigration', 'Malaga', 'Airport.', 'Boarding', 'quick,', 'polite', 'welcome', 'cabin', 'crew.', 'Beverage', 'cart', 'prompt,', 'follow', 'lunch', 'choice', '3', 'entrees.', 'Food', 'best', 'describe', 'wholesome,', 'meet', 'quality', 'level', 'Air', 'France,', 'Swiss', 'Lufthansa', 'short', 'haul', 'business', 'class', 'meals.', 'Menu', 'missing,', 'like', 'aspect', 'experience,', 'BA', 'cut', 'lot', 'Covid', 'reintroduced.', 'I', ""wouldn't"", 'mind,', 'European', 'trip', '2022,', 'BA', 'charge', '3', 'time', 'fare', 'level', '2019,', 'overall', 'value', 'money', 'poor.', 'The', 'WiFi', 'work', 'start', 'finish', 'flight.', 'Crew', 'say', 'work', 'way', 'Captain', 'contact', 'London', 'fix', 'return.', 'BA', 'shambolic,', 'blame', 'far', 'Covid', 'time', 'take', 'responsibility', 'failings.']",87,"Total chaos departure immigration Malaga Airport. Boarding quick, polite welcome cabin crew. Beverage cart prompt, follow lunch choice 3 entrees. Food best describe wholesome, meet quality level Air France, Swiss Lufthansa short haul business class meals. Menu missing, like aspect experience, BA cut lot Covid reintroduced. I wouldn't mind, European trip 2022, BA charge 3 time fare level 2019, overall value money poor. The WiFi work start finish flight. Crew say work way Captain contact London fix return. BA shambolic, blame far Covid time take responsibility failings.","{'neg': 0.162, 'neu': 0.72, 'pos': 0.118, 'compound': -0.5574}",-0.5574,Negative
False,"['Shout', 'help', 'desk', 'Heathrow,', 'arrive', 'late', 'flight', 'lady', '(with', '32', 'year', 'exp)', 'great,', 'tough', 'crowd', 'deal', 'kind', 'helpful', 'get', 'place', 'stay,', 'food', 'eat', 'flight', 'home', 'day.']",26,"Shout help desk Heathrow, arrive late flight lady (with 32 year exp) great, tough crowd deal kind helpful get place stay, food eat flight home day.","{'neg': 0.042, 'neu': 0.592, 'pos': 0.366, 'compound': 0.91}",0.91,Positive
False,"['I', 'constantly', 'amaze', 'British', 'Airways', 'continue', 'thing', 'wrong', '-', 'I', 'pretty', 'cover', 'base', '15', 'year', 'live', 'UK,', 'I', 'watch', 'decline', 'great', 'sadness.', 'My', 'flight', 'Paris', 'exception.', 'Not', 'flight', 'late,', 'overcrowd', 'manage', 'disinterested', 'staff', '-', 'sit', 'tarmac,', 'board', 'hour', 'wait', 'cater', 'load', '(front', 'back)', 'leave', 'gobsmacked.', 'As', 'barely', 'offer', 'food', 'service', '(small', 'packet', 'crisp', 'smaller', 'bottle', 'water)', '45', 'minute', 'flight,', 'I', 'wonder', 'think', 'good', 'operational', 'plan', 'delay', 'plane', 'load', 'passenger', '6', 'people', 'business', 'class', 'speedily', 'eat', 'poor', 'quality', 'meal', 'flight', 'Paris.', 'As', 'transpire', 'I', '90', 'minute', 'late', 'miss', 'meet', 'I', 'fly', 'Paris', 'attend.', 'Never', 'again.']",94,"I constantly amaze British Airways continue thing wrong - I pretty cover base 15 year live UK, I watch decline great sadness. My flight Paris exception. Not flight late, overcrowd manage disinterested staff - sit tarmac, board hour wait cater load (front back) leave gobsmacked. As barely offer food service (small packet crisp smaller bottle water) 45 minute flight, I wonder think good operational plan delay plane load passenger 6 people business class speedily eat poor quality meal flight Paris. As transpire I 90 minute late miss meet I fly Paris attend. Never again.","{'neg': 0.138, 'neu': 0.729, 'pos': 0.133, 'compound': 0.3612}",0.3612,Neutral
True,"['The', 'short', 'haul', 'flight', 'best', 'crew', 'final', 'leg', 'give', 'excellent', 'service', 'hope', 'for.', 'We', 'choose', 'flight', 'carefully', 'book', 'flight', 'Club', 'World', 'Suits', 'Ying', 'Yang', 'arrangement', 'offer.', 'At', 'minute', 'aircraft', 'change', 'ying', 'yang', 'pension', 'age', 'ago!', 'Most', 'business', 'class', 'offer', '4', 'layout', 'squeeze', '8', 'across.', 'As', 'long', 'haul', 'leisure', 'trip', 'year', 'Business', 'Class', 'lose', '""Points', 'game""', 'I', 'exception', 'have', 'pay', 'non', 'refundable', 'basis', 'allow', 'reserve', 'seats.', 'The', 'point', 'gain', 'trip', 'allow', 'Bronze', 'status', 'give', 'status', 'trip', 'useless', 'us.', 'This', 'status', 'allow', 'book', 'seat', '7', 'day', 'prior', 'departure,', 'available,', '24', 'hour', 'available.', 'On', 'long', 'haul', 'return', 'flight', 'I', 'unable', 'book', 'window', 'seat', 'board', 'door', 'close', 'window', 'seat', 'vacant.', 'I', 'ask', 'I', 'tell', 'FA', 'check.', 'Nothing', 'happen', 'take-off', 'passenger', 'move', 'economy', 'seat.', 'Judging', 'interaction', 'I', 'bet', 'Staff', 'Travel.', 'I', 'think', 'disgraceful', 'fare', 'pay', 'passenger', 'treat', 'like', 'this.', 'Take-off', '1930', 'hr', 'offer', 'drink', 'service', 'supper', 'tell', 'order', 'drink', 'deliver', 'tray', 'meal.', 'Had', 'meal', 'cold', 'time', 'eat', 'it.', 'In', 'summary', 'I', 'fly', 'BA', 'again?', 'No,', 'I', 'half', 'chance', 'go', 'airline.']",165,"The short haul flight best crew final leg give excellent service hope for. We choose flight carefully book flight Club World Suits Ying Yang arrangement offer. At minute aircraft change ying yang pension age ago! Most business class offer 4 layout squeeze 8 across. As long haul leisure trip year Business Class lose ""Points game"" I exception have pay non refundable basis allow reserve seats. The point gain trip allow Bronze status give status trip useless us. This status allow book seat 7 day prior departure, available, 24 hour available. On long haul return flight I unable book window seat board door close window seat vacant. I ask I tell FA check. Nothing happen take-off passenger move economy seat. Judging interaction I bet Staff Travel. I think disgraceful fare pay passenger treat like this. Take-off 1930 hr offer drink service supper tell order drink deliver tray meal. Had meal cold time eat it. In summary I fly BA again? No, I half chance go airline.","{'neg': 0.059, 'neu': 0.778, 'pos': 0.163, 'compound': 0.9545}",0.9545,Positive
True,"['A', 'comfortable', '(new', 'suite)', 'flight', 'great', 'service', 'good', 'food.', 'Crew', 'wonderful', 'New', 'seat', 'great,', 'shoulder', 'strap', 'uncomfortable.', 'Entertainment', 'great.', 'Wifi', 'annoying,', 'cut', 'need', 'constant', 'reconnecting.', 'Generally', 'positive', 'experience.']",28,"A comfortable (new suite) flight great service good food. Crew wonderful New seat great, shoulder strap uncomfortable. Entertainment great. Wifi annoying, cut need constant reconnecting. Generally positive experience.","{'neg': 0.142, 'neu': 0.308, 'pos': 0.55, 'compound': 0.9726}",0.9726,Positive
True,"['British', 'Airways', 'terrible', 'airline', 'I’ve', 'deal', 'with.', 'They', 'cause', 'family', 'extreme', 'stress', 'disappointment', '-', 'try', 'week', 'speak', 'can’t', 'change', 'online.', 'They', 'hang', 'time', '-', 'drive', 'despair', 'treatment', 'customers.', 'You', 'can’t', 'check', 'online,', 'application', 'suck', 'you’re', 'well', 'try', 'code', 'app', 'it’ll', 'probably', 'work', 'better,', 'time', 'try', 'check', 'take', 'page', 'say', 'can’t', 'verify', 'document', 'app', 'website', 'you’re', 'verify', 'ready', 'go.', 'You', 'upgrade', 'pay', 'upgrade', 'say', 'it’s', 'guarantee', 'check', 'airport', 'online', 'won’t', 'work,', 'different', 'seat', 'pay', 'lower', 'class', 'offer', 'return.', 'I', 'hope', 'I', 'misfortune', 'get', 'stick', 'fly', 'British', 'Airways', 'again.']",87,"British Airways terrible airline I’ve deal with. They cause family extreme stress disappointment - try week speak can’t change online. They hang time - drive despair treatment customers. You can’t check online, application suck you’re well try code app it’ll probably work better, time try check take page say can’t verify document app website you’re verify ready go. You upgrade pay upgrade say it’s guarantee check airport online won’t work, different seat pay lower class offer return. I hope I misfortune get stick fly British Airways again.","{'neg': 0.191, 'neu': 0.688, 'pos': 0.122, 'compound': -0.7184}",-0.7184,Negative
True,"['British', 'Airways', 'terrible', 'airline', 'I’ve', 'deal', 'with.', 'They', 'cause', 'family', 'extreme', 'stress', 'disappointment', '-', 'try', 'week', 'speak', 'can’t', 'change', 'online.', 'They', 'hang', 'time', '-', 'drive', 'despair', 'treatment', 'customers.', 'I', 'choice', 'cancel', 'chance', 'life', 'time', 'trip', 'we’d', 'book', '2', '18', 'year', 'old', 'boy', 'fly', 'airline', 'Japan', 'BA', 'cancel', 'trip', 'rebook', 'online', 'trip', 'book', 'avios', 'companion', 'vouchers.']",55,British Airways terrible airline I’ve deal with. They cause family extreme stress disappointment - try week speak can’t change online. They hang time - drive despair treatment customers. I choice cancel chance life time trip we’d book 2 18 year old boy fly airline Japan BA cancel trip rebook online trip book avios companion vouchers.,"{'neg': 0.252, 'neu': 0.715, 'pos': 0.033, 'compound': -0.91}",-0.91,Negative
False,"['BA', 'get', 'real', 'bash', 'forum', 'I', 'think', ""I'd"", 'buck', 'trend', 'report', 'virtually', 'flawless', 'experience', 'short', 'hop', 'EDI', 'LCY', 'BA8703', 'Monday.', 'Easy', 'check', 'in,', 'decent', 'lounge', 'experience', 'amiable', 'staff', 'force', 'serve', 'barriers,', 'clean', 'plane', 'leave', 'time,', 'ridiculous', 'legroom', '2D', '(it', 'bulkhead', 'seat', 'lot', 'space', '1A', 'C),', 'reasonable', 'cook', 'breakfast', 'serve', 'attentive', 'capable', 'CSM', 'arrive', '15', 'min', 'earlier', 'scheduled.', ""What's"", 'like,', 'overall', 'experience', 'vast', 'majority', 'BA', 'experience', '25', 'years.', 'Anyway', 'I', 'think', 'nice', 'read', 'positive', 'review', 'once.']",75,"BA get real bash forum I think I'd buck trend report virtually flawless experience short hop EDI LCY BA8703 Monday. Easy check in, decent lounge experience amiable staff force serve barriers, clean plane leave time, ridiculous legroom 2D (it bulkhead seat lot space 1A C), reasonable cook breakfast serve attentive capable CSM arrive 15 min earlier scheduled. What's like, overall experience vast majority BA experience 25 years. Anyway I think nice read positive review once.","{'neg': 0.042, 'neu': 0.726, 'pos': 0.232, 'compound': 0.9493}",0.9493,Positive
False,"['New', 'Club', 'Suites', 'amazing,', 'let', 'bed', 'little', 'firm', 'pillow', 'comfortable', 'pillow', 'I', 'used.', 'Food', 'ok', 'I', 'well', 'BA', 'past', 'I', 'understand', 'single', 'tray', 'OK.', 'The', 'cabin', 'crew', 'brilliant', 'I', 'surprise', 'dinner', 'crew', 'didn’t', 'come', 'round', 'beverage', 'bottle', 'water.', 'BA', 'great', 'hard', 'product', 'I', 'suspect', 'soft', 'product', 'improve', 'Covid', 'restriction', 'issue.', 'Well', 'BA.']",52,"New Club Suites amazing, let bed little firm pillow comfortable pillow I used. Food ok I well BA past I understand single tray OK. The cabin crew brilliant I surprise dinner crew didn’t come round beverage bottle water. BA great hard product I suspect soft product improve Covid restriction issue. Well BA.","{'neg': 0.083, 'neu': 0.494, 'pos': 0.423, 'compound': 0.9731}",0.9731,Positive
True,"['Very', 'small', 'plane', 'busy', 'route.', 'Service', 'good', 'food', 'so.', 'Ran', 'lot', 'option', 'leave', 'good.', 'Cabin', 'crew', 'BA', 'actually', 'friendly.']",19,Very small plane busy route. Service good food so. Ran lot option leave good. Cabin crew BA actually friendly.,"{'neg': 0.048, 'neu': 0.595, 'pos': 0.357, 'compound': 0.8316}",0.8316,Positive
True,"['BA', 'continue', 'charge', 'premium', 'disgust', 'service,', 'provide', 'people', ""shouldn't"", 'customer', 'service,', 'tired,', 'dirty', 'cramp', 'aircraft.', 'Out', '11', 'flight', 'year,', 'manage', 'depart', 'arrive', 'destination', 'on-time.', 'Including', 'have', '3', 'business', 'class', 'ticket', 'cancel', 'alternative', 'economy', 'offered,', 'refund', '3', 'month', 'flight', 'late', 'miss', 'connection,', 'BA', 'cancel', 'rest', 'ticket,', 'leave', 'strand', 'US.']",48,"BA continue charge premium disgust service, provide people shouldn't customer service, tired, dirty cramp aircraft. Out 11 flight year, manage depart arrive destination on-time. Including have 3 business class ticket cancel alternative economy offered, refund 3 month flight late miss connection, BA cancel rest ticket, leave strand US.","{'neg': 0.276, 'neu': 0.681, 'pos': 0.043, 'compound': -0.8748}",-0.8748,Negative
True,"['Flew', 'BA0254', 'Bridgetown', 'Heathrow', 'old', 'Club', 'Class.', 'A', 'huge', 'disappointment', 'go', 'new', 'Club', 'Class', 'suit', '-', 'end', 'awful', 'yin', 'yang', 'seat', ""can't"", 'come', 'soon', 'enough.', 'Even', 'try', 'pay', ""BA's"", 'extortionate', 'pre-booking', 'rate', 'seat', '-', 'leave', 'choose', 'week', 'ahead.', 'My', 'wife', 'I', 'stick', 'middle', '2', 'seat', '4', '-', '13E', 'F.', 'Good', 'job', 'overnighter', 'manage', 'sleep', 'bite', 'climb', 'neighbour', 'often.', 'The', 'March', 'film', 'selection', 'good.', 'Not', 'particularly', 'friendly', 'FA', 'insist', 'face', 'mask', 'wear', ""BA's"", 'policy', 'change', 'fly', 'non-mask', 'wear', 'destination', '(ie.', 'London).', 'Sort', 'BA.', 'Took', '20', 'minute', 'late', 'big', 'tailwind', 'time', 'relatively', 'smooth', 'flight.', 'Dinner', 'bad', 'breakfast', '-', 'fairly', 'dire.', 'My', ""wife's"", 'smoke', 'salmon', 'bagel', 'dreadful.', 'As', 'usual', 'BA', 'good,', ""it's"", 'good', ""it's"", 'bad', ""it's"", 'awful.', 'I', 'recommend', 'hesitatingly', '-', 'come', 'BA,', 'great', 'again.', 'We', 'pay', 'lot', '""premium""', 'seats.']",127,"Flew BA0254 Bridgetown Heathrow old Club Class. A huge disappointment go new Club Class suit - end awful yin yang seat can't come soon enough. Even try pay BA's extortionate pre-booking rate seat - leave choose week ahead. My wife I stick middle 2 seat 4 - 13E F. Good job overnighter manage sleep bite climb neighbour often. The March film selection good. Not particularly friendly FA insist face mask wear BA's policy change fly non-mask wear destination (ie. London). Sort BA. Took 20 minute late big tailwind time relatively smooth flight. Dinner bad breakfast - fairly dire. My wife's smoke salmon bagel dreadful. As usual BA good, it's good it's bad it's awful. I recommend hesitatingly - come BA, great again. We pay lot ""premium"" seats.","{'neg': 0.21, 'neu': 0.653, 'pos': 0.137, 'compound': -0.842}",-0.842,Negative
False,"['The', 'worst', 'budget', 'airline', 'I’ve', 'used!', 'Far', 'worse', 'Ryanair', 'I', 'refuse', 'fly', 'they’re', 'basically', 'free.', 'BA', 'charge', '10x', 'budget', 'worst', 'service.', 'Spent', 'hour', 'check', 'outdated', 'computer', 'crashed.', 'They', 'leave', 'sit', 'plane', '2', 'hour', 'couldn’t', 'connect', 'internet,', 'leave', '50%', 'luggage', 'refund', 'everyone’s', 'flight', 'wait', '10', 'min', 'luggage', 'trolley', 'arrive.', 'It', 'take', 'day', 'return', 'cost', '£100s.', 'Then', 'return', 'I’ve', 'sit', 'nearly', 'hour', 'there’s', 'sign', 'luggage', 'again.', 'I', 'don’t', 'know', 'company', 'incompetent', 'I’ll', 'pursue', 'compensation.', 'I', 'free', 'flight', 'Amex', 'I', 'won’t', 'it’s', 'worth', 'go', 'again.']",82,"The worst budget airline I’ve used! Far worse Ryanair I refuse fly they’re basically free. BA charge 10x budget worst service. Spent hour check outdated computer crashed. They leave sit plane 2 hour couldn’t connect internet, leave 50% luggage refund everyone’s flight wait 10 min luggage trolley arrive. It take day return cost £100s. Then return I’ve sit nearly hour there’s sign luggage again. I don’t know company incompetent I’ll pursue compensation. I free flight Amex I won’t it’s worth go again.","{'neg': 0.204, 'neu': 0.707, 'pos': 0.09, 'compound': -0.8687}",-0.8687,Negative
True,"['First,', 'actual', 'flight', 'fine', 'staff', '3', 'flight', '(ZRH-LHR,', 'GVA-LHR', '&', 'LHR-ZRH),', '2', 'Economy,', 'absolutely', 'fine,', 'chatty', 'friendly,', 'credit', 'company.', 'The', 'infrastructure', 'appalling.', 'ZRH-LHR', 'impossible', 'check-in', 'online', '2', 'staff', 'check-in', '2', 'flight', 'result', 'mislabelled', 'luggage', 'hour', 'delay', 'sort', 'out.', 'GVA-LHR,', '2.5hrs', 'late', 'no-one', 'LHR', 'tow', 'aircraft', 'gate.', 'LHR-ZRH,', '50mins', 'late', 'slow', 'gate', 'staff.', 'Even', 'check-in', 'online', 'queue', 'airport', 'actual', 'board', 'pass!', 'There', 'examples,', 'reason,', 'sort', 'stress', 'grind', 'staff,', 'impossible', 'recommend', 'airline.', 'Onboard', '10/10,', 'get', 'onboard', '1/10.']",75,"First, actual flight fine staff 3 flight (ZRH-LHR, GVA-LHR & LHR-ZRH), 2 Economy, absolutely fine, chatty friendly, credit company. The infrastructure appalling. ZRH-LHR impossible check-in online 2 staff check-in 2 flight result mislabelled luggage hour delay sort out. GVA-LHR, 2.5hrs late no-one LHR tow aircraft gate. LHR-ZRH, 50mins late slow gate staff. Even check-in online queue airport actual board pass! There examples, reason, sort stress grind staff, impossible recommend airline. Onboard 10/10, get onboard 1/10.","{'neg': 0.093, 'neu': 0.756, 'pos': 0.152, 'compound': 0.5935}",0.5935,Positive
True,"['Have', 'fly', 'economy', 'BA', 'years,', 'shock!', 'Hard', 'uncomfortable', 'seats,', 'small', 'age', 'tv', 'screen', 'limit', 'inflight', 'entertainment.', 'Food', 'service', 'appalling.', '13hr', 'plus', 'flight,', 'socks,', 'eye', 'shades,', 'ear', 'plug', 'amenity', 'pack.', 'And', 'antibacterial', 'wipe', 'offered.', 'Wi-Fi', 'advertise', 'available', 'flight.', 'Paid', 'premium', 'money', 'budget', 'airline,', 'akin', 'Easy', 'Jet,', 'RyanAir', 'JetStar.', 'My', 'time', 'travel', 'BA', '18', 'year', 'fly', 'them.', 'BA', 'need', 'buck', 'service', 'flagship', 'Service', 'be.']",62,"Have fly economy BA years, shock! Hard uncomfortable seats, small age tv screen limit inflight entertainment. Food service appalling. 13hr plus flight, socks, eye shades, ear plug amenity pack. And antibacterial wipe offered. Wi-Fi advertise available flight. Paid premium money budget airline, akin Easy Jet, RyanAir JetStar. My time travel BA 18 year fly them. BA need buck service flagship Service be.","{'neg': 0.131, 'neu': 0.769, 'pos': 0.099, 'compound': -0.3164}",-0.3164,Negative
